Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PE/12181;Via SAMMARTINI GIOVANNI BATTISTA N. 15| isolato:247| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via SAMMARTINI GIOVANNI BATTISTA;15;1202.0;;ristorante da luca;119.0;20124.0;10.0;CENTRALE;2.0;9.2040284645;45.4878522683;45.4878522683, 9.2040284645
C-PE/12184;Viale MONTE NERO N. 34| isolato:134| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;34;3062.0;;kapuzimer platz;263.0;20135.0;27.0;PTA ROMANA;4.0;9.20498630249;45.4559708241;45.4559708241, 9.20498630249
C-PE/12192;Via MONTEVIDEO N. 3| isolato:025| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via MONTEVIDEO;3;6091.0;;;123.0;20144.0;50.0;TORTONA;6.0;9.16655209183;45.4551608083;45.4551608083, 9.16655209183
C-PE/12240;Corso SEMPIONE N. 34| isolato:059| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;34;7137.0;;click art cafe;83.0;20154.0;69.0;SARPI;8.0;9.16677058183;45.4805897161;45.4805897161, 9.16677058183
C-PE/13165;Via MOROSINI EMILIO N. 19| isolato:057| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MOROSINI EMILIO;19;3073.0;a - Ristorante, trattoria, osteria con cucina e simili;bar caffe;198.0;20135.0;26.0;XXII MARZO;4.0;9.21118761052;45.4593888318;45.4593888318, 9.21118761052
C-PE/13197;Via CASTEL MORRONE N. 7| isolato:169| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASTEL MORRONE;7;3185.0;;;88.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21453378953;45.4695342487;45.4695342487, 9.21453378953
C-PE/13199;Via MORGHEN RAFFAELLO N. 23| isolato:011| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via MORGHEN RAFFAELLO;23;1462.0;;;57.0;20158.0;77.0;BOVISA;9.0;9.16148253554;45.5052510303;45.5052510303, 9.16148253554
C-PE/13211-1;Via BRIOSCHI FRANCESCO N. 55| isolato:003| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via BRIOSCHI FRANCESCO;55;5243.0;;bar schiret;35.0;20141.0;43.0;TIBALDI;5.0;9.18162618324;45.4414922551;45.4414922551, 9.18162618324
C-PE/13215;Via NOVARA N. 342| isolato:107| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via NOVARA;342;6624.0;;pastarito pizzarito;210.0;20153.0;88.0;Parco Bosco in città;7.0;9.09353305055872;45.4823736452441;45.4823736452441, 9.09353305055872
C-PE/13217;Via ROVIGO N. 11| isolato:241| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ROVIGO;11;2523.0;;my way cafe;73.0;20132.0;19.0;PADOVA;2.0;9.24579538499;45.5061504284;45.5061504284, 9.24579538499
C-PE/16285;Via MARTIGNONI ADELE N. 1| isolato:180| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via MARTIGNONI ADELE;1;1362.0;a - Ristorante, trattoria, osteria con cucina e simili;cafe essaouira;54.0;20124.0;12.0;MACIACHINI - MAGGIOLINA;2.0;9.19591506542;45.4921122739;45.4921122739, 9.19591506542
C-PE/16289;Piazzale ISTRIA N. 1 con ingresso da viale zara| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale ISTRIA;1;1347.0;f - Bar caffè e simili;princi;33.0;20159.0;12.0;MACIACHINI - MAGGIOLINA;9.0;9.19723949166;45.5012780311;45.5012780311, 9.19723949166
C-PE/16290;VIA BOLTRAFFIO GIAN ANTONIO N. 18| isolato:211| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA BOLTRAFFIO GIAN ANTONIO;18;1149.0;;ristorante;120.0;20159.0;11.0;ISOLA;9.0;9.18809991709;45.4921117799;45.4921117799, 9.18809991709
C-PE/16302;Viale SARCA N. 207| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SARCA;207;1427.0;;forst;224.0;20126.0;15.0;BICOCCA;9.0;9.21069602837;45.5195070088;45.5195070088, 9.21069602837
C-PE/16323;Corso LODI N. 112| isolato:052| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso LODI;112;4068.0;;;58.0;20139.0;35.0;LODI - CORVETTO;4.0;9.2216833139;45.4410371584;45.4410371584, 9.2216833139
C-PE/16344;VIA CADIBONA N. 3| isolato:089| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA CADIBONA;3;658.0;d - Pizzerie e simili;pizzeria;30.0;20123.0;1.0;DUOMO;1.0;9.17754762318;45.4650073038;45.4650073038, 9.17754762318
C-PE/16356;Via SALASCO N. 29 ingresso viale bligny| (z.d. 5);SOMMINISTRAZIONE - In piano;Via SALASCO;29;4051.0;;;;20136.0;5.0;VIGENTINA;5.0;9.19614268457;45.4506864431;45.4506864431, 9.19614268457
C-PE/16358;VIALE MONZA N. 82| isolato:310| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE MONZA;82;2274.0;c - Tavole calde,self service, fast food e simili;puntocaldo;18.0;20127.0;20.0;LORETO;2.0;9.21982972744;45.4958975343;45.4958975343, 9.21982972744
C-PE/16359;Via ROSSI PELLEGRINO N. 8| isolato:193| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSSI PELLEGRINO;8;1510.0;;puntocaldo;40.0;20161.0;80.0;AFFORI;9.0;9.1785030322;45.5071977589;45.5071977589, 9.1785030322
C-PE/16360;Via POLIZIANO N. 10 ingr.anche in pier d.francesca| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via POLIZIANO;10;7196.0;;puntocaldo;48.0;20154.0;69.0;SARPI;8.0;9.16531683292294;45.483349727977;45.483349727977, 9.16531683292294
C-PE/16361;Viale UMBRIA N. 109| isolato:061| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;109;3145.0;;;46.0;20135.0;26.0;XXII MARZO;4.0;9.21707006492;45.4580997023;45.4580997023, 9.21707006492
C-PE/16370;Via ASTESANI ALESSANDRO N. 42| isolato:091| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ASTESANI ALESSANDRO;42;1558.0;;caffett.pasticc.gelateria;57.0;20161.0;80.0;AFFORI;9.0;9.17014642959;45.519408094;45.519408094, 9.17014642959
C-PE/16379;Via IMBRIANI (DEGLI) N. 17| isolato:078| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via IMBRIANI (DEGLI);17;1266.0;;;58.0;20158.0;77.0;BOVISA;9.0;9.16991520914935;45.4979281472018;45.4979281472018, 9.16991520914935
C-PE/16384;Via OSCULATI GAETANO N. 2| isolato:145| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via OSCULATI GAETANO;2;1547.0;;bar caffe;117.0;20161.0;80.0;AFFORI;9.0;9.1692580673;45.5167528358;45.5167528358, 9.1692580673
C-PE/16389;Via VITRUVIO N. 39| isolato:056| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via VITRUVIO;39;2134.0;;;46.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.20680790705;45.4822103006;45.4822103006, 9.20680790705
C-PE/15992;Via MEDA GIUSEPPE N. 29| isolato:002| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;29;5242.0;;;230.0;20141.0;43.0;TIBALDI;5.0;9.17906557275;45.442333485;45.442333485, 9.17906557275
C-PE/16123;Via BROGGI GIUSEPPE N. 13 con ingr. v.jan incr. v. redi| isolato:151| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via BROGGI GIUSEPPE;13;2150.0;;al less;47.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21104524562;45.4778576685;45.4778576685, 9.21104524562
C-PE/16408;Via LECCO N. 10 con ingresso su via l. palazzi| isolato:078| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via LECCO;10;2110.0;;;94.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.20434907928;45.4768643536;45.4768643536, 9.20434907928
C-PE/17773;Via PICHI MARIO N. 5| isolato:079| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via PICHI MARIO;5;5236.0;;bar pichi;32.0;20143.0;44.0;NAVIGLI;6.0;9.17527538363;45.4477532854;45.4477532854, 9.17527538363
C-PE/17777;Bastioni PORTA VOLTA (DI) N. 9 (z.d. 1);SOMMINISTRAZIONE - In piano;Bastioni PORTA VOLTA (DI);9;1066.0;;;26.0;20121.0;2.0;BRERA;1.0;9.18208870415;45.479402943;45.479402943, 9.18208870415
C-PE/17779;Via MANUZIO ALDO N. 6| isolato:126| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via MANUZIO ALDO;6;2114.0;;;97.0;20124.0;10.0;CENTRALE;2.0;9.20020576721;45.4782050297;45.4782050297, 9.20020576721
C-PE/17781;Via MURAT GIOACCHINO N. 70| isolato:016| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via MURAT GIOACCHINO;70;1316.0;e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;sweet soul -pane caffe;45.0;20159.0;12.0;MACIACHINI - MAGGIOLINA;9.0;9.19004998532;45.501748769;45.501748769, 9.19004998532
C-PE/17787;VIA BORGONUOVO N. 26|via borgonuovo 026| isolato:253| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA BORGONUOVO;26;139.0;;;44.0;20121.0;2.0;BRERA;1.0;9.18968735955;45.4727610632;45.4727610632, 9.18968735955
C-PE/17788;Viale JENNER EDOARDO N. 14| isolato:088| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale JENNER EDOARDO;14;1230.0;;;53.0;20159.0;79.0;DERGANO;9.0;9.18273206572;45.4974677138;45.4974677138, 9.18273206572
C-PE/17794;Via MARSALA N. 2| isolato:006| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARSALA;2;1035.0;;bar tabacchi marsaladue;66.0;20121.0;2.0;BRERA;1.0;9.18795508198;45.4783814691;45.4783814691, 9.18795508198
C-PE/17796;LARGO ZANDONAI RICCARDO N. 3| isolato:177| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;LARGO ZANDONAI RICCARDO;3;658.0;;;109.0;20123.0;1.0;DUOMO;1.0;9.17754762318;45.4650073038;45.4650073038, 9.17754762318
C-PE/17802;Via MARCO (SAN) N. 2| isolato:248| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO (SAN);2;1036.0;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;n ombra de vin enoteca;164.0;20121.0;2.0;BRERA;1.0;9.1880138982;45.4735371338;45.4735371338, 9.1880138982
C-PE/17809;Via PULCI LUIGI N. 19| isolato:144| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PULCI LUIGI;19;1622.0;;;92.0;20126.0;15.0;BICOCCA;9.0;9.20761400947;45.5144561443;45.5144561443, 9.20761400947
C-PE/17810;Via LOMBROSO CESARE N. 54 c/o ortomercato| isolato:091| accesso: accesso interno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via LOMBROSO CESARE;54;3334.0;;;131.0;;;;4.0;9.23212536974791;45.4552043425859;45.4552043425859, 9.23212536974791
C-PE/17815;VIA GIAMPIETRINO N. 21| isolato:019| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA GIAMPIETRINO;21;7333.0;;;156.0;20156.0;77.0;BOVISA;9.0;9.15234805409;45.5034555707;45.5034555707, 9.15234805409
C-PE/17817;Corso GARIBALDI GIUSEPPE N. 93| isolato:081| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;93;1010.0;;enoteca moscatelli;78.0;20121.0;2.0;BRERA;1.0;9.1841902173;45.4770173688;45.4770173688, 9.1841902173
C-PE/17830;VIA NEGROLI N. 39| isolato:234| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA NEGROLI;39;3279.0;;vizi e sfizi;34.0;20133.0;25.0;CORSICA;4.0;9.23232075105;45.4661647454;45.4661647454, 9.23232075105
C-PE/17832;VIA SAVONA N. 86 con ingresso viale carlo troya| isolato:165| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA SAVONA;86;5122.0;;;39.0;20144.0;49.0;GIAMBELLINO;6.0;9.15452515655;45.4512431807;45.4512431807, 9.15452515655
C-PE/17852;Via PADOVA N. 100| isolato:317| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;100;2275.0;;;10.0;20131.0;20.0;LORETO;2.0;9.2280505615;45.4945899436;45.4945899436, 9.2280505615
C-PE/17854;VIA BIANCHI MOSE' N. 103 angolo piazza zavattari| isolato:256| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;VIA BIANCHI MOSE';103;6385.0;f - Bar caffè e simili;bar caffe;54.0;20149.0;58.0;DE ANGELI - MONTE ROSA;7.0;9.14414857098;45.4761512973;45.4761512973, 9.14414857098
C-PE/17856;Via ROSSI PELLEGRINO N. 15| isolato:182| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSSI PELLEGRINO;15;1510.0;;ristorante pizzeria;212.0;20161.0;80.0;AFFORI;9.0;9.17731423363;45.5083847191;45.5083847191, 9.17731423363
PE/25345;VIA PRESTINARI MARCELLO N. 5 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA PRESTINARI MARCELLO;5;1269.0;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;45.0;20158.0;77.0;BOVISA;9.0;9.16679262063;45.5007993976;45.5007993976, 9.16679262063
C-PE/13726;Viale ABRUZZI N. 33 con ingresso da via stradella| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale ABRUZZI;33;2177.0;;bar caffe tavola fredda;99.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21681506646;45.4786228185;45.4786228185, 9.21681506646
C-PE/13727;Via ROSMINI ANTONIO N. 13| isolato:109| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ROSMINI ANTONIO;13;7132.0;;;180.0;20154.0;69.0;SARPI;1.0;9.1746731476;45.4808006626;45.4808006626, 9.1746731476
C-PE/13728;Via MAC MAHON N. 87| isolato:289| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via MAC MAHON;87;7221.0;;la sfinge;99.0;20155.0;71.0;VILLAPIZZONE;8.0;9.15698127274;45.4944260897;45.4944260897, 9.15698127274
C-PE/13739;Via VARESE N. 1| isolato:003| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VARESE;1;1031.0;;post scriptum cafe;53.0;20121.0;2.0;BRERA;1.0;9.18435078326;45.4788646785;45.4788646785, 9.18435078326
C-PE/13745;Via ASTESANI ALESSANDRO N. 23| isolato:100| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ASTESANI ALESSANDRO;23;1558.0;;il caffe della via;42.0;20161.0;80.0;AFFORI;9.0;9.17072847275;45.5180310131;45.5180310131, 9.17072847275
C-PE/13783;Via MASPERO PAOLO N. 34| isolato:089| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MASPERO PAOLO;34;3336.0;;bar mara tavola fredda;22.0;20137.0;29.0;ORTOMERCATO;4.0;9.22670100309;45.4537944073;45.4537944073, 9.22670100309
C-PE/13787;Via ORTICA N. 1| isolato:149| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via ORTICA;1;3242.0;;eoliana pasticceria;67.0;20134.0;23.0;LAMBRATE;3.0;9.24208721945;45.4710352897;45.4710352897, 9.24208721945
C-PE/13789;Via MARESCALCHI FERDINANDO N. 11 (z.d. 3);SOMMINISTRAZIONE - In piano;Via MARESCALCHI FERDINANDO;11;3315.0;;;;20133.0;22.0;CITTA' STUDI;3.0;9.23470093643;45.4691895841;45.4691895841, 9.23470093643
C-PE/13802;Via LUDOVICO DI BREME N. 9| isolato:221| accesso: accesso interno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via LUDOVICO DI BREME;9;7396.0;;;318.0;20156.0;71.0;VILLAPIZZONE;8.0;9.139231628;45.4963415072;45.4963415072, 9.139231628
C-PE/13803;Via PADOVA N. 286 (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;286;2275.0;;;;20132.0;19.0;PADOVA;2.0;9.24623708467;45.5082615274;45.5082615274, 9.24623708467
PE/25960;Via FORLANINI CARLO N. 5 (z.d. 3);SOMMINISTRAZIONE - In piano;Via FORLANINI CARLO;5;3171.0;e - Bar gastronomici e simili;;23.0;20133.0;22.0;CITTA' STUDI;3.0;9.23116854766;45.471877546;45.471877546, 9.23116854766
C-PE/14635;Via FELTRE N. 70| isolato:076| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via FELTRE;70;2652.0;;bar caffe;51.0;20134.0;18.0;Parco Lambro - CIMIANO;3.0;9.24450739839;45.4912442316;45.4912442316, 9.24450739839
C-PE/14637;Viale BRIANZA N. 6| isolato:356| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale BRIANZA;6;2263.0;e - Bar gastronomici e simili|f - Bar caffè e simili;bar tabacchi;129.0;20127.0;20.0;LORETO;2.0;9.21531834867;45.4866930978;45.4866930978, 9.21531834867
C-PE/14637-1;Viale BRIANZA N. 6| isolato:356| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale BRIANZA;6;2263.0;;bar;80.0;20127.0;20.0;LORETO;2.0;9.21531834867;45.4866930978;45.4866930978, 9.21531834867
PE/27096;Viale ESPINASSE CARLO N. 57 (z.d. 8);SOMMINISTRAZIONE - In piano;Viale ESPINASSE CARLO;57;7390.0;d - Pizzerie e simili|a - Ristorante, trattoria, osteria con cucina e simili;;114.0;20156.0;71.0;VILLAPIZZONE;8.0;9.14238336551;45.496831098;45.496831098, 9.14238336551
PE/27107;Via MARGHERA N. 37 sub 84 (z.d. 7);SOMMINISTRAZIONE - In piano;Via MARGHERA;37;6280.0;d - Pizzerie e simili;;235.0;20149.0;51.0;WASHINGTON;7.0;9.15218808877;45.466762622;45.466762622, 9.15218808877
C-PE/13229;Viale ISONZO N. 60| isolato:150| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale ISONZO;60;4211.0;;bar isonzo;21.0;20135.0;27.0;PTA ROMANA;5.0;9.1983267506;45.4466986285;45.4466986285, 9.1983267506
C-PE/13253;Via PRINA GIUSEPPE N. 11| isolato:102| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via PRINA GIUSEPPE;11;7135.0;;;20.0;20154.0;69.0;SARPI;8.0;9.16850172059;45.4799273126;45.4799273126, 9.16850172059
C-PE/13260;Via CORRIDONI FILIPPO N. 1| isolato:195| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via CORRIDONI FILIPPO;1;3020.0;;ba ba reeba plaza del sol;58.0;20122.0;4.0;GUASTALLA;1.0;9.19975492117;45.4633150876;45.4633150876, 9.19975492117
C-PE/13262;Corso COMO N. 10| isolato:322| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Corso COMO;10;1111.0;;10 corso como restaurant;98.0;20124.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18743781412;45.4819253615;45.4819253615, 9.18743781412
C-PE/13266;Viale FAENZA N. 2 con ingresso in piazza g.miani| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale FAENZA;2;5350.0;a - Ristorante, trattoria, osteria con cucina e simili|c - Tavole calde,self service, fast food e simili|d - Pizzerie e simili;osteria dell arte;27.0;20142.0;48.0;RONCHETTO S/N;6.0;9.15390252065;45.4373554562;45.4373554562, 9.15390252065
C-PE/13270;Via CALVI PIETRO N. 31| isolato:036| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via CALVI PIETRO;31;3083.0;;;127.0;20129.0;26.0;XXII MARZO;4.0;9.21048405588;45.4625078395;45.4625078395, 9.21048405588
C-PE/13272;Via LORENTEGGIO N. 269| isolato:502| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;269;5132.0;;gustibus srl.;136.0;20147.0;49.0;GIAMBELLINO;6.0;9.11710297429;45.4437491128;45.4437491128, 9.11710297429
C-PE/13281;VIA LEONCAVALLO RUGGERO N. 16| isolato:002| accesso: accesso interno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA LEONCAVALLO RUGGERO;16;2389.0;;capoverde;300.0;20131.0;20.0;LORETO;3.0;9.22515181001;45.4906874179;45.4906874179, 9.22515181001
C-PE/13282;Viale TESTI FULVIO N. 186 con 2øingresso in via rodi| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale TESTI FULVIO;186;1441.0;;;50.0;20126.0;15.0;BICOCCA;9.0;9.20588922292;45.5148702605;45.5148702605, 9.20588922292
C-PE/13297;Via BIANCA DI SAVOIA N. 19| isolato:045| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BIANCA DI SAVOIA;19;4019.0;;bar gloria fortuna;61.0;20122.0;5.0;VIGENTINA;1.0;9.19124455508;45.4522194707;45.4522194707, 9.19124455508
C-PE/13302;Viale DORIA ANDREA N. 16| isolato:016| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale DORIA ANDREA;16;2230.0;;;76.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21085919903;45.4853135274;45.4853135274, 9.21085919903
C-PE/14145-1;Via SOLFERINO N. 48| isolato:170| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SOLFERINO;48;1028.0;;il blu di camaiore;119.0;20121.0;2.0;BRERA;1.0;9.18859389458;45.4789739444;45.4789739444, 9.18859389458
C-PE/14153;Via PROCACCINI GIULIO CESARE N. 28| isolato:055| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via PROCACCINI GIULIO CESARE;28;7204.0;;le colline senesi;103.0;20154.0;69.0;SARPI;8.0;9.17066217754;45.4837655585;45.4837655585, 9.17066217754
C-PE/14170;Via IMBRIANI (DEGLI) N. 30| isolato:077| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via IMBRIANI (DEGLI);30;1266.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;75.0;20158.0;77.0;BOVISA;9.0;9.16859171495305;45.4998264445358;45.4998264445358, 9.16859171495305
C-PE/14178;Via ROGOREDO N. 117| isolato:157| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ROGOREDO;117;4373.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;58.0;20138.0;32.0;TRIULZO SUPERIORE;4.0;9.25145104662;45.4260705627;45.4260705627, 9.25145104662
C-PE/14181;Via PONTE SEVESO N. 33 angolo via schiaparelli| isolato:200| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PONTE SEVESO;33;1203.0;c - Tavole calde,self service, fast food e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;52.0;20125.0;10.0;CENTRALE;2.0;9.20505282428;45.4898828911;45.4898828911, 9.20505282428
PE/27661;VIA OSCULATI GAETANO N. 2 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA OSCULATI GAETANO;2;1547.0;d - Pizzerie e simili;;82.0;20161.0;80.0;AFFORI;9.0;9.1692580673;45.5167528358;45.5167528358, 9.1692580673
C-PE/16420;VIALE PREMUDA N. 44| isolato:002| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE PREMUDA;44;3063.0;g - Bar pasticceria, bar gelateria, cremeria, creperia e similic - Tavole calde,self service, fast food e simili|a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;california bakery;100.0;20129.0;26.0;XXII MARZO;4.0;9.20734924365;45.4669088407;45.4669088407, 9.20734924365
C-PE/16441;Viale SABOTINO N. 19| isolato:092| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale SABOTINO;19;4046.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;maru sushi and noodle bar;224.0;20122.0;27.0;PTA ROMANA;5.0;9.20059314959;45.4511473553;45.4511473553, 9.20059314959
C-PE/16442;Viale UMBRIA N. 50| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;50;3145.0;;;48.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.21481252074;45.452724198;45.452724198, 9.21481252074
C-PE/16446;Via SODERINI LUIGI N. 27| isolato:075| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via SODERINI LUIGI;27;6675.0;;tuv taam;46.0;20146.0;52.0;BANDE NERE;6.0;9.14176021258;45.4562347293;45.4562347293, 9.14176021258
C-PE/16452-1;Via HUGO VICTOR N. 3|via hugo victor 003| isolato:438| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via HUGO VICTOR;3;548.0;;garbagnati;89.0;20123.0;1.0;DUOMO;1.0;9.18726576605;45.4637760634;45.4637760634, 9.18726576605
C-PE/16471;Via MURATORI LODOVICO N. 6| isolato:168| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MURATORI LODOVICO;6;4076.0;;la cozzeria;84.0;20135.0;27.0;PTA ROMANA;4.0;9.2043159909;45.4519002803;45.4519002803, 9.2043159909
C-PE/16478;Via ROSALES GASPARE N. 1 con ingr.da viale monte grappa| isolato:322| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSALES GASPARE;1;1110.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;bar caffe;25.0;20124.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18815849421;45.4810021557;45.4810021557, 9.18815849421
C-PE/16485;PIAZZA OTTO NOVEMBRE N. 6| isolato:149| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;PIAZZA OTTO NOVEMBRE;6;2187.0;;dolce carollo la cannamel;44.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21088368972;45.4743068101;45.4743068101, 9.21088368972
